id,isResult,h.id,h.title,h.short_title,a.id,a.title,a.short_title,goals.h,goals.a,xG.h,xG.a,datetime,forecast.w,forecast.d,forecast.l
7499,TRUE,98,Juventus,JUV,116,Cagliari,CAG,3,0,1.27155,1.39829,2017-08-19 17:00:00,0.2892,0.2979,0.4129
7500,TRUE,94,Verona,VER,105,Napoli,NAP,1,3,1.39528,2.62234,2017-08-19 19:45:00,0.1264,0.1934,0.6802
7501,TRUE,107,Atalanta,ATA,95,Roma,ROM,0,1,1.48324,0.362356,2017-08-20 17:00:00,0.7243,0.218,0.0577
7502,TRUE,97,Bologna,BOL,113,Torino,TOR,1,1,0.568427,0.314472,2017-08-20 19:45:00,0.3462,0.4859,0.1679
7503,TRUE,106,Inter,INT,110,Fiorentina,FIO,3,0,2.71454,0.411971,2017-08-20 19:45:00,0.9127,0.0688,0.0185
7504,TRUE,96,Lazio,LAZ,221,SPAL 2013,SPL,0,0,0.757926,0.625722,2017-08-20 19:45:00,0.3453,0.3918,0.2629
7505,TRUE,102,Sampdoria,SAM,222,Benevento,BEN,2,1,2.84573,1.05409,2017-08-20 19:45:00,0.8343,0.118,0.0477
7506,TRUE,104,Sassuolo,SAS,101,Genoa,GEN,0,0,0.448836,0.973373,2017-08-20 19:45:00,0.1421,0.3457,0.5122
7507,TRUE,99,Udinese,UDI,109,Chievo,CHI,1,2,0.725552,0.422866,2017-08-20 19:45:00,0.3895,0.4186,0.1919
7508,TRUE,115,Crotone,CRO,111,AC Milan,MIL,0,3,0.302867,2.0921,2017-08-20 19:45:00,0.025,0.1201,0.8549
7509,TRUE,101,Genoa,GEN,98,Juventus,JUV,2,4,1.21323,2.13228,2017-08-26 17:00:00,0.1445,0.2471,0.6084
7515,TRUE,222,Benevento,BEN,97,Bologna,BOL,0,1,0.798588,1.79492,2017-08-26 17:00:00,0.1171,0.2133,0.6696
7510,TRUE,95,Roma,ROM,106,Inter,INT,1,3,1.34009,2.45224,2017-08-26 19:45:00,0.1292,0.1998,0.671
7511,TRUE,113,Torino,TOR,104,Sassuolo,SAS,3,0,1.24379,0.823815,2017-08-27 17:00:00,0.472,0.2985,0.2295
7512,TRUE,221,SPAL 2013,SPL,99,Udinese,UDI,3,2,1.63964,1.11091,2017-08-27 19:45:00,0.4983,0.3048,0.1969
7513,TRUE,111,AC Milan,MIL,116,Cagliari,CAG,2,1,1.42114,0.559323,2017-08-27 19:45:00,0.6317,0.2535,0.1148
7514,TRUE,105,Napoli,NAP,107,Atalanta,ATA,3,1,1.1536,0.633447,2017-08-27 19:45:00,0.5081,0.3137,0.1782
7516,TRUE,109,Chievo,CHI,96,Lazio,LAZ,1,2,0.772094,1.36642,2017-08-27 19:45:00,0.1773,0.287,0.5357
7517,TRUE,115,Crotone,CRO,94,Verona,VER,0,0,0.74833,0.227079,2017-08-27 19:45:00,0.4547,0.4426,0.1027
7518,TRUE,110,Fiorentina,FIO,102,Sampdoria,SAM,1,2,1.86088,2.14547,2017-08-27 19:45:00,0.2877,0.2545,0.4578
7525,TRUE,98,Juventus,JUV,109,Chievo,CHI,3,0,1.25158,0.910665,2017-09-09 17:00:00,0.4352,0.3126,0.2522
7524,TRUE,106,Inter,INT,221,SPAL 2013,SPL,2,0,2.08048,0.375089,2017-09-10 11:30:00,0.8359,0.1318,0.0323
7519,TRUE,107,Atalanta,ATA,104,Sassuolo,SAS,2,1,0.614603,1.28796,2017-09-10 14:00:00,0.1631,0.2921,0.5448
7522,TRUE,116,Cagliari,CAG,115,Crotone,CRO,1,0,1.22886,0.316314,2017-09-10 14:00:00,0.6311,0.2835,0.0854
7523,TRUE,94,Verona,VER,110,Fiorentina,FIO,0,5,0.953786,2.89134,2017-09-10 14:00:00,0.0537,0.1195,0.8268
7528,TRUE,99,Udinese,UDI,101,Genoa,GEN,1,0,1.48614,0.52818,2017-09-10 14:00:00,0.6586,0.238,0.1034
7526,TRUE,96,Lazio,LAZ,111,AC Milan,MIL,4,1,2.35955,1.20558,2017-09-10 15:00:00,0.6776,0.1965,0.1259
7520,TRUE,222,Benevento,BEN,113,Torino,TOR,0,1,1.20053,0.999531,2017-09-10 17:00:00,0.4056,0.306,0.2884
7521,TRUE,97,Bologna,BOL,105,Napoli,NAP,0,3,0.242533,1.64648,2017-09-10 19:45:00,0.0393,0.1731,0.7876
7530,TRUE,115,Crotone,CRO,106,Inter,INT,0,2,1.01223,0.736631,2017-09-16 14:00:00,0.3991,0.3612,0.2397
7531,TRUE,110,Fiorentina,FIO,97,Bologna,BOL,2,1,0.580446,0.305501,2017-09-16 17:00:00,0.3525,0.486,0.1615
7535,TRUE,95,Roma,ROM,94,Verona,VER,3,0,3.67224,0.197492,2017-09-16 19:45:00,0.9752,0.0214,0.0034
7536,TRUE,104,Sassuolo,SAS,98,Juventus,JUV,1,3,1.87483,1.07552,2017-09-17 11:30:00,0.6165,0.2309,0.1526
7533,TRUE,111,AC Milan,MIL,99,Udinese,UDI,2,1,2.77644,0.221787,2017-09-17 14:00:00,0.9466,0.0473,0.0061
7534,TRUE,105,Napoli,NAP,222,Benevento,BEN,6,0,5.46073,0.211585,2017-09-17 14:00:00,0.9982,0.0018,0
7537,TRUE,221,SPAL 2013,SPL,116,Cagliari,CAG,0,2,0.551736,1.09462,2017-09-17 14:00:00,0.1718,0.3274,0.5008
7538,TRUE,113,Torino,TOR,102,Sampdoria,SAM,2,2,1.32766,0.910733,2017-09-17 14:00:00,0.4686,0.3121,0.2193
7529,TRUE,109,Chievo,CHI,107,Atalanta,ATA,1,1,1.23045,1.61081,2017-09-17 17:00:00,0.2455,0.2901,0.4644
7532,TRUE,101,Genoa,GEN,96,Lazio,LAZ,2,3,0.548626,3.11315,2017-09-17 19:45:00,0.0095,0.05,0.9405
7541,TRUE,97,Bologna,BOL,106,Inter,INT,1,1,0.890588,1.06724,2017-09-19 19:45:00,0.2524,0.3506,0.397
7540,TRUE,222,Benevento,BEN,95,Roma,ROM,0,4,0.717607,2.23834,2017-09-20 17:00:00,0.0652,0.1546,0.7802
7539,TRUE,107,Atalanta,ATA,115,Crotone,CRO,5,1,2.78559,0.333622,2017-09-20 19:45:00,0.9327,0.0577,0.0096
7542,TRUE,116,Cagliari,CAG,104,Sassuolo,SAS,0,1,2.25874,2.62921,2017-09-20 19:45:00,0.294,0.2246,0.4814
7543,TRUE,101,Genoa,GEN,109,Chievo,CHI,1,1,0.566572,1.29546,2017-09-20 19:45:00,0.1504,0.2833,0.5663
7544,TRUE,94,Verona,VER,102,Sampdoria,SAM,0,0,0.989514,1.58432,2017-09-20 19:45:00,0.218,0.2685,0.5135
7545,TRUE,98,Juventus,JUV,110,Fiorentina,FIO,1,0,1.01003,0.503787,2017-09-20 19:45:00,0.4831,0.3486,0.1683
7546,TRUE,96,Lazio,LAZ,105,Napoli,NAP,1,4,0.282218,2.65015,2017-09-20 19:45:00,0.0057,0.0486,0.9457
7547,TRUE,111,AC Milan,MIL,221,SPAL 2013,SPL,2,0,2.13498,0.158147,2017-09-20 19:45:00,0.9311,0.0628,0.0061
7548,TRUE,99,Udinese,UDI,113,Torino,TOR,2,3,2.52674,1.48506,2017-09-20 19:45:00,0.6423,0.1957,0.162
7555,TRUE,95,Roma,ROM,99,Udinese,UDI,3,1,2.98551,1.28539,2017-09-23 14:00:00,0.7724,0.1434,0.0842
7558,TRUE,221,SPAL 2013,SPL,105,Napoli,NAP,2,3,0.263465,1.90566,2017-09-23 17:00:00,0.0315,0.1497,0.8188
7554,TRUE,98,Juventus,JUV,113,Torino,TOR,4,0,2.78732,0.205593,2017-09-23 19:45:00,0.9401,0.0521,0.0078
7556,TRUE,102,Sampdoria,SAM,111,AC Milan,MIL,2,0,1.73266,0.270138,2017-09-24 11:30:00,0.8137,0.1539,0.0324
7549,TRUE,116,Cagliari,CAG,109,Chievo,CHI,0,2,1.01627,1.41724,2017-09-24 14:00:00,0.2507,0.2843,0.465
7550,TRUE,115,Crotone,CRO,222,Benevento,BEN,2,0,1.48495,1.97551,2017-09-24 14:00:00,0.2463,0.2532,0.5005
7552,TRUE,94,Verona,VER,96,Lazio,LAZ,0,3,0.349857,2.15974,2017-09-24 14:00:00,0.0256,0.1093,0.8651
7553,TRUE,106,Inter,INT,101,Genoa,GEN,1,0,0.614281,0.829654,2017-09-24 14:00:00,0.2354,0.3749,0.3897
7557,TRUE,104,Sassuolo,SAS,97,Bologna,BOL,0,1,0.359334,1.81659,2017-09-24 17:00:00,0.0403,0.1484,0.8113
7551,TRUE,110,Fiorentina,FIO,107,Atalanta,ATA,1,1,0.346227,2.53446,2017-09-24 19:45:00,0.0142,0.0757,0.9101
7568,TRUE,99,Udinese,UDI,102,Sampdoria,SAM,4,0,3.62989,0.521379,2017-09-30 17:00:00,0.9703,0.0254,0.0043
7562,TRUE,101,Genoa,GEN,97,Bologna,BOL,0,1,1.5093,0.869953,2017-09-30 19:45:00,0.5358,0.2859,0.1783
7565,TRUE,105,Napoli,NAP,116,Cagliari,CAG,3,0,2.97407,0.10693,2017-10-01 11:30:00,0.966,0.0303,0.0037
7560,TRUE,222,Benevento,BEN,106,Inter,INT,1,2,1.28824,1.95792,2017-10-01 14:00:00,0.2259,0.2411,0.533
7561,TRUE,109,Chievo,CHI,110,Fiorentina,FIO,2,1,1.14303,1.44549,2017-10-01 14:00:00,0.2941,0.2698,0.4361
7563,TRUE,96,Lazio,LAZ,104,Sassuolo,SAS,6,1,4.08123,1.72059,2017-10-01 14:00:00,0.862,0.0969,0.0411
