id,player,team_name,x,y,xg,shottype,situation,result,league_name,year
381518,Ross Barkley,Aston Villa,0.87,0.610999984741211,0.056452613323926926,LeftFoot,OpenPlay,BlockedShot,EPL,2020
382809,Ross Barkley,Aston Villa,0.895,0.5379999923706055,0.19180968403816223,RightFoot,OpenPlay,BlockedShot,EPL,2020
382811,Ross Barkley,Aston Villa,0.7440000152587891,0.4420000076293945,0.019155818969011307,RightFoot,OpenPlay,Goal,EPL,2020
383009,Ross Barkley,Aston Villa,0.7140000152587891,0.4,0.013982502743601799,RightFoot,OpenPlay,SavedShot,EPL,2020
383030,Ross Barkley,Aston Villa,0.8009999847412109,0.5629999923706055,0.053371042013168335,LeftFoot,OpenPlay,BlockedShot,EPL,2020
383035,Ross Barkley,Aston Villa,0.755,0.34700000762939454,0.016419418156147003,RightFoot,OpenPlay,MissedShots,EPL,2020
384948,Ross Barkley,Aston Villa,0.7609999847412109,0.6329999923706054,0.05977426469326019,RightFoot,DirectFreekick,BlockedShot,EPL,2020
384963,Ross Barkley,Aston Villa,0.795,0.620999984741211,0.021665051579475403,RightFoot,OpenPlay,MissedShots,EPL,2020
386901,Ross Barkley,Aston Villa,0.919000015258789,0.6609999847412109,0.09658550471067429,LeftFoot,OpenPlay,BlockedShot,EPL,2020
386909,Ross Barkley,Aston Villa,0.8880000305175781,0.46,0.1098574548959732,RightFoot,OpenPlay,BlockedShot,EPL,2020
386917,Ross Barkley,Aston Villa,0.8909999847412109,0.6880000305175781,0.06959918886423111,LeftFoot,OpenPlay,BlockedShot,EPL,2020
386920,Ross Barkley,Aston Villa,0.8590000152587891,0.325,0.06642196327447891,RightFoot,OpenPlay,SavedShot,EPL,2020
377163,Ross Barkley,Aston Villa,0.6880000305175781,0.47200000762939454,0.017517002299427986,RightFoot,OpenPlay,SavedShot,EPL,2020
381491,Ross Barkley,Aston Villa,0.9180000305175782,0.5379999923706055,0.4877890944480896,LeftFoot,OpenPlay,MissedShots,EPL,2020
381500,Ross Barkley,Aston Villa,0.8859999847412109,0.575999984741211,0.1279340386390686,LeftFoot,OpenPlay,MissedShots,EPL,2020
381502,Ross Barkley,Aston Villa,0.9730000305175781,0.3340000152587891,0.07188593596220016,RightFoot,OpenPlay,SavedShot,EPL,2020
381507,Ross Barkley,Aston Villa,0.7769999694824219,0.69,0.01950671151280403,RightFoot,OpenPlay,MissedShots,EPL,2020
381508,Ross Barkley,Aston Villa,0.8090000152587891,0.6980000305175781,0.03341273218393326,LeftFoot,OpenPlay,Goal,EPL,2020
381518,Ross Barkley,Aston Villa,0.87,0.610999984741211,0.056452613323926926,LeftFoot,OpenPlay,BlockedShot,EPL,2020
382809,Ross Barkley,Aston Villa,0.895,0.5379999923706055,0.19180968403816223,RightFoot,OpenPlay,BlockedShot,EPL,2020
382811,Ross Barkley,Aston Villa,0.7440000152587891,0.4420000076293945,0.019155818969011307,RightFoot,OpenPlay,Goal,EPL,2020
383009,Ross Barkley,Aston Villa,0.7140000152587891,0.4,0.013982502743601799,RightFoot,OpenPlay,SavedShot,EPL,2020
383030,Ross Barkley,Aston Villa,0.8009999847412109,0.5629999923706055,0.053371042013168335,LeftFoot,OpenPlay,BlockedShot,EPL,2020
383035,Ross Barkley,Aston Villa,0.755,0.34700000762939454,0.016419418156147003,RightFoot,OpenPlay,MissedShots,EPL,2020
384948,Ross Barkley,Aston Villa,0.7609999847412109,0.6329999923706054,0.05977426469326019,RightFoot,DirectFreekick,BlockedShot,EPL,2020
384963,Ross Barkley,Aston Villa,0.795,0.620999984741211,0.021665051579475403,RightFoot,OpenPlay,MissedShots,EPL,2020
386901,Ross Barkley,Aston Villa,0.919000015258789,0.6609999847412109,0.09658550471067429,LeftFoot,OpenPlay,BlockedShot,EPL,2020
386909,Ross Barkley,Aston Villa,0.8880000305175781,0.46,0.1098574548959732,RightFoot,OpenPlay,BlockedShot,EPL,2020
386917,Ross Barkley,Aston Villa,0.8909999847412109,0.6880000305175781,0.06959918886423111,LeftFoot,OpenPlay,BlockedShot,EPL,2020
386920,Ross Barkley,Aston Villa,0.8590000152587891,0.325,0.06642196327447891,RightFoot,OpenPlay,SavedShot,EPL,2020
378450,Tyrone Mings,Aston Villa,0.9059999847412109,0.580999984741211,0.014697369188070297,Head,FromCorner,MissedShots,EPL,2020
379957,Tyrone Mings,Aston Villa,0.9080000305175782,0.524000015258789,0.353224515914917,LeftFoot,SetPiece,Goal,EPL,2020
379969,Tyrone Mings,Aston Villa,0.9080000305175782,0.5029999923706054,0.11393540352582932,Head,SetPiece,SavedShot,EPL,2020
384960,Tyrone Mings,Aston Villa,0.9440000152587891,0.5420000076293945,0.3513093888759613,Head,FromCorner,Goal,EPL,2020
384966,Tyrone Mings,Aston Villa,0.915,0.5209999847412109,0.08872701227664948,Head,FromCorner,MissedShots,EPL,2020
384965,Tyrone Mings,Aston Villa,0.8859999847412109,0.46099998474121096,0.014979633502662182,Head,FromCorner,SavedShot,EPL,2020
387365,Tyrone Mings,Aston Villa,0.9369999694824219,0.5620000076293945,0.425475537776947,LeftFoot,SetPiece,SavedShot,EPL,2020
393671,Tyrone Mings,Aston Villa,0.9290000152587891,0.47200000762939454,0.054193299263715744,Head,FromCorner,MissedShots,EPL,2020
393676,Tyrone Mings,Aston Villa,0.8780000305175781,0.49900001525878906,0.05561385303735733,Head,SetPiece,MissedShots,EPL,2020
396265,Tyrone Mings,Aston Villa,0.9469999694824218,0.5070000076293946,0.08124493062496185,Head,SetPiece,MissedShots,EPL,2020
378459,Ezri Konsa Ngoyo,Aston Villa,0.9440000152587891,0.43400001525878906,0.05225217342376709,Head,FromCorner,Goal,EPL,2020
382798,Ezri Konsa Ngoyo,Aston Villa,0.9590000152587891,0.4570000076293945,0.3330886960029602,Head,FromCorner,MissedShots,EPL,2020
