id,isResult,h.id,h.title,h.short_title,a.id,a.title,a.short_title,goals.h,goals.a,xG.h,xG.a,datetime,forecast.w,forecast.d,forecast.l
10643,TRUE,164,Marseille,MAR,174,Toulouse,TOU,4,0,3.46292,0.234157,2018-08-10 21:45:00,0.9749,0.0211,0.004
10644,TRUE,168,Nantes,NAN,171,Monaco,MON,1,3,1.22055,2.8413,2018-08-11 18:00:00,0.0729,0.1355,0.7916
10645,TRUE,170,Nice,NIC,177,Reims,REI,0,1,1.03263,0.26742,2018-08-11 21:00:00,0.5692,0.3397,0.0911
10646,TRUE,166,Montpellier,MPL,181,Dijon,DJN,1,2,1.34076,1.94817,2018-08-11 21:00:00,0.204,0.2466,0.5494
10647,TRUE,167,Angers,ANG,235,Nimes,NIM,3,4,2.62438,1.21376,2018-08-11 21:00:00,0.7049,0.1712,0.1239
10648,TRUE,160,Lille,LIL,163,Rennes,REN,3,1,1.88164,0.447458,2018-08-11 21:00:00,0.7604,0.1828,0.0568
10649,TRUE,175,Saint-Etienne,SEN,169,Guingamp,GUI,2,1,0.934842,1.37217,2018-08-11 21:00:00,0.2128,0.2989,0.4883
10650,TRUE,178,Lyon,LYO,224,Amiens,AMI,2,0,1.30809,0.286084,2018-08-12 16:00:00,0.6621,0.2674,0.0705
10651,TRUE,176,Bordeaux,BOR,225,Strasbourg,STR,0,2,0.0853905,1.32715,2018-08-12 18:00:00,0.0143,0.1765,0.8092
10652,TRUE,161,Paris Saint Germain,PSG,165,Caen,CAE,3,0,3.34692,0.189346,2018-08-12 22:00:00,0.9894,0.0099,0.0007
10653,TRUE,177,Reims,REI,178,Lyon,LYO,1,0,0.677345,0.977973,2018-08-17 21:45:00,0.2462,0.3489,0.4049
10654,TRUE,169,Guingamp,GUI,161,Paris Saint Germain,PSG,1,3,1.3524,2.62399,2018-08-18 18:00:00,0.1246,0.1829,0.6925
10655,TRUE,171,Monaco,MON,160,Lille,LIL,0,0,1.62023,0.580405,2018-08-18 21:00:00,0.6904,0.2162,0.0934
10656,TRUE,163,Rennes,REN,167,Angers,ANG,1,0,0.390542,0.349744,2018-08-18 21:00:00,0.2485,0.5415,0.21
10657,TRUE,224,Amiens,AMI,166,Montpellier,MPL,1,2,1.11001,0.308208,2018-08-18 21:00:00,0.6584,0.275,0.0666
10658,TRUE,165,Caen,CAE,170,Nice,NIC,1,1,1.20052,0.568951,2018-08-18 21:00:00,0.5785,0.2941,0.1274
10659,TRUE,181,Dijon,DJN,168,Nantes,NAN,2,0,2.95975,0.228631,2018-08-18 21:00:00,0.9654,0.0308,0.0038
10660,TRUE,225,Strasbourg,STR,175,Saint-Etienne,SEN,1,1,0.626045,0.329551,2018-08-19 16:00:00,0.3779,0.4651,0.157
10661,TRUE,174,Toulouse,TOU,176,Bordeaux,BOR,2,1,1.27761,0.784815,2018-08-19 18:00:00,0.5025,0.2987,0.1988
10662,TRUE,235,Nimes,NIM,164,Marseille,MAR,3,1,1.63136,0.967387,2018-08-19 22:00:00,0.5442,0.2724,0.1834
10663,TRUE,178,Lyon,LYO,225,Strasbourg,STR,2,0,1.24291,0.393592,2018-08-24 21:45:00,0.5926,0.294,0.1134
10664,TRUE,161,Paris Saint Germain,PSG,167,Angers,ANG,3,1,2.03223,1.5059,2018-08-25 18:00:00,0.5045,0.2564,0.2391
10665,TRUE,170,Nice,NIC,181,Dijon,DJN,0,4,1.7067,1.94227,2018-08-25 21:00:00,0.3039,0.2607,0.4354
10666,TRUE,174,Toulouse,TOU,235,Nimes,NIM,1,0,2.72202,0.486732,2018-08-25 21:00:00,0.9208,0.0634,0.0158
10667,TRUE,166,Montpellier,MPL,175,Saint-Etienne,SEN,0,0,0.417545,0.245117,2018-08-25 21:00:00,0.2784,0.5648,0.1568
10668,TRUE,168,Nantes,NAN,165,Caen,CAE,1,1,1.89955,0.635046,2018-08-25 21:00:00,0.7423,0.1986,0.0591
10669,TRUE,224,Amiens,AMI,177,Reims,REI,4,1,2.18312,0.700141,2018-08-25 21:00:00,0.7858,0.1584,0.0558
10670,TRUE,160,Lille,LIL,169,Guingamp,GUI,3,0,1.70571,0.563755,2018-08-26 16:00:00,0.7039,0.2075,0.0886
10671,TRUE,176,Bordeaux,BOR,171,Monaco,MON,2,1,2.22891,0.557262,2018-08-26 18:00:00,0.8472,0.12,0.0328
10672,TRUE,164,Marseille,MAR,163,Rennes,REN,2,2,1.03242,1.67594,2018-08-26 22:00:00,0.1196,0.3095,0.5709
10673,TRUE,178,Lyon,LYO,170,Nice,NIC,0,1,1.93732,0.413102,2018-08-31 21:45:00,0.7763,0.1713,0.0524
10674,TRUE,235,Nimes,NIM,161,Paris Saint Germain,PSG,2,4,1.1751,2.55182,2018-09-01 15:00:00,0.0823,0.1712,0.7465
10675,TRUE,167,Angers,ANG,160,Lille,LIL,1,0,0.762905,1.51191,2018-09-01 18:00:00,0.1009,0.3257,0.5734
10676,TRUE,181,Dijon,DJN,165,Caen,CAE,0,2,0.904946,1.24948,2018-09-01 18:00:00,0.2214,0.3142,0.4644
10677,TRUE,169,Guingamp,GUI,174,Toulouse,TOU,1,2,2.05332,1.02165,2018-09-01 18:00:00,0.6162,0.2267,0.1571
10678,TRUE,177,Reims,REI,166,Montpellier,MPL,0,1,1.01568,0.469098,2018-09-01 18:00:00,0.4954,0.3476,0.157
10679,TRUE,225,Strasbourg,STR,168,Nantes,NAN,2,3,1.42569,1.29618,2018-09-01 18:00:00,0.3958,0.291,0.3132
10680,TRUE,175,Saint-Etienne,SEN,224,Amiens,AMI,0,0,0.737428,0.325126,2018-09-02 13:00:00,0.4122,0.4393,0.1485
10681,TRUE,163,Rennes,REN,176,Bordeaux,BOR,2,0,2.64705,0.448128,2018-09-02 15:00:00,0.8921,0.0855,0.0224
10682,TRUE,171,Monaco,MON,164,Marseille,MAR,2,3,1.85881,1.82074,2018-09-02 19:00:00,0.3843,0.2684,0.3473
10690,TRUE,170,Nice,NIC,163,Rennes,REN,2,1,1.43287,1.04178,2018-09-14 17:00:00,0.4396,0.3147,0.2457
10691,TRUE,161,Paris Saint Germain,PSG,175,Saint-Etienne,SEN,4,0,2.6433,0.8923,2018-09-14 18:45:00,0.8089,0.1369,0.0542
10685,TRUE,165,Caen,CAE,178,Lyon,LYO,2,2,1.82361,1.00941,2018-09-15 15:00:00,0.6145,0.2412,0.1443
10683,TRUE,224,Amiens,AMI,160,Lille,LIL,2,3,1.44867,2.81999,2018-09-15 18:00:00,0.0946,0.1774,0.728
10686,TRUE,181,Dijon,DJN,167,Angers,ANG,1,3,1.2955,1.54749,2018-09-15 18:00:00,0.2804,0.295,0.4246
10688,TRUE,166,Montpellier,MPL,225,Strasbourg,STR,1,1,0.344069,0.756661,2018-09-15 18:00:00,0.1364,0.3984,0.4652
10692,TRUE,174,Toulouse,TOU,171,Monaco,MON,1,1,1.04734,0.411114,2018-09-15 18:00:00,0.5354,0.3323,0.1323
10689,TRUE,168,Nantes,NAN,177,Reims,REI,0,0,0.822305,0.426507,2018-09-16 13:00:00,0.4317,0.3972,0.1711
10684,TRUE,176,Bordeaux,BOR,235,Nimes,NIM,3,3,0.987408,1.4185,2018-09-16 15:00:00,0.2279,0.2839,0.4882
10687,TRUE,164,Marseille,MAR,169,Guingamp,GUI,4,0,2.10486,0.14654,2018-09-16 19:00:00,0.8986,0.0913,0.0101
10696,TRUE,171,Monaco,MON,235,Nimes,NIM,1,1,1.71296,0.776658,2018-09-21 18:45:00,0.6268,0.2466,0.1266
10695,TRUE,160,Lille,LIL,168,Nantes,NAN,2,1,0.703161,1.2322,2018-09-22 15:00:00,0.1825,0.3,0.5175
10693,TRUE,167,Angers,ANG,174,Toulouse,TOU,0,0,0.613569,0.419431,2018-09-22 18:00:00,0.3486,0.4444,0.207
10697,TRUE,166,Montpellier,MPL,170,Nice,NIC,1,0,1.67209,0.311974,2018-09-22 18:00:00,0.7927,0.1668,0.0405
10698,TRUE,177,Reims,REI,181,Dijon,DJN,0,0,1.06301,0.154099,2018-09-22 18:00:00,0.6449,0.3106,0.0445
10700,TRUE,175,Saint-Etienne,SEN,165,Caen,CAE,2,1,3.12231,0.307587,2018-09-22 18:00:00,0.9717,0.0253,0.003
10701,TRUE,225,Strasbourg,STR,224,Amiens,AMI,3,1,1.07472,0.672883,2018-09-22 18:00:00,0.4605,0.351,0.1885
10699,TRUE,163,Rennes,REN,161,Paris Saint Germain,PSG,1,3,1.29214,1.57303,2018-09-23 13:00:00,0.269,0.2903,0.4407
10694,TRUE,169,Guingamp,GUI,176,Bordeaux,BOR,1,3,2.05919,0.812676,2018-09-23 15:00:00,0.7165,0.1919,0.0916
10702,TRUE,178,Lyon,LYO,164,Marseille,MAR,4,2,2.17661,0.799911,2018-09-23 19:00:00,0.7379,0.1803,0.0818
10708,TRUE,171,Monaco,MON,167,Angers,ANG,0,1,0.64811,0.353164,2018-09-25 17:00:00,0.3986,0.4429,0.1585
10709,TRUE,168,Nantes,NAN,170,Nice,NIC,1,2,0.867099,1.50808,2018-09-25 17:00:00,0.1899,0.2736,0.5365
10712,TRUE,174,Toulouse,TOU,175,Saint-Etienne,SEN,2,3,1.09674,2.23179,2018-09-25 19:00:00,0.1218,0.1972,0.681
10703,TRUE,224,Amiens,AMI,163,Rennes,REN,2,1,0.730869,1.83024,2018-09-26 17:00:00,0.1154,0.2127,0.6719
10704,TRUE,176,Bordeaux,BOR,160,Lille,LIL,1,0,0.891123,2.01084,2018-09-26 17:00:00,0.0878,0.2253,0.6869
10705,TRUE,165,Caen,CAE,166,Montpellier,MPL,2,2,0.8109,2.0286,2018-09-26 17:00:00,0.0681,0.2009,0.731
10706,TRUE,181,Dijon,DJN,178,Lyon,LYO,0,3,1.93189,2.46562,2018-09-26 17:00:00,0.2738,0.2143,0.5119
10707,TRUE,164,Marseille,MAR,225,Strasbourg,STR,3,2,1.27899,0.81086,2018-09-26 17:00:00,0.473,0.35,0.177
10710,TRUE,235,Nimes,NIM,169,Guingamp,GUI,0,0,0.922377,0.355414,2018-09-26 17:00:00,0.582,0.3268,0.0912
10711,TRUE,161,Paris Saint Germain,PSG,177,Reims,REI,4,1,3.65268,0.326745,2018-09-26 19:00:00,0.9812,0.0168,0.002
10722,TRUE,175,Saint-Etienne,SEN,171,Monaco,MON,2,0,2.03551,1.85855,2018-09-28 18:45:00,0.4137,0.2493,0.337
10717,TRUE,170,Nice,NIC,161,Paris Saint Germain,PSG,0,3,0.34909,3.19562,2018-09-29 15:15:00,0.0102,0.05,0.9398
10713,TRUE,167,Angers,ANG,169,Guingamp,GUI,0,1,0.366935,1.49767,2018-09-29 18:00:00,0.0657,0.2135,0.7208
10714,TRUE,165,Caen,CAE,224,Amiens,AMI,1,0,1.44696,0.247116,2018-09-29 18:00:00,0.7807,0.1872,0.0321
10716,TRUE,178,Lyon,LYO,168,Nantes,NAN,1,1,2.16048,1.00631,2018-09-29 18:00:00,0.6788,0.1968,0.1244
10719,TRUE,177,Reims,REI,176,Bordeaux,BOR,0,0,0.63867,0.205687,2018-09-29 18:00:00,0.4169,0.4831,0.1
10721,TRUE,225,Strasbourg,STR,181,Dijon,DJN,3,0,0.748818,1.0504,2018-09-29 18:00:00,0.2485,0.3307,0.4208
