id,isResult,h.id,h.title,h.short_title,a.id,a.title,a.short_title,goals.h,goals.a,xG.h,xG.a,datetime,forecast.w,forecast.d,forecast.l
11643,TRUE,87,Liverpool,LIV,79,Norwich,NOR,4,1,2.23456,0.842407,2019-08-09 20:00:00,0.7377,0.1732,0.0891
11644,TRUE,81,West Ham,WHU,88,Manchester City,MCI,0,5,1.2003,3.18377,2019-08-10 12:30:00,0.0452,0.1166,0.8382
11645,TRUE,73,Bournemouth,BOU,238,Sheffield United,SHE,1,1,1.34099,1.59864,2019-08-10 15:00:00,0.2083,0.3923,0.3994
11646,TRUE,92,Burnley,BUR,74,Southampton,SOU,3,0,0.909241,1.08752,2019-08-10 15:00:00,0.266,0.3442,0.3898
11647,TRUE,78,Crystal Palace,CRY,72,Everton,EVE,0,0,0.87159,1.2246,2019-08-10 15:00:00,0.2427,0.3231,0.4342
11648,TRUE,90,Watford,WAT,220,Brighton,BRI,0,3,0.670022,0.855516,2019-08-10 15:00:00,0.2434,0.362,0.3946
11649,TRUE,82,Tottenham,TOT,71,Aston Villa,AVL,3,1,2.57262,0.639599,2019-08-10 17:30:00,0.822,0.1273,0.0507
11650,TRUE,86,Newcastle United,NEW,83,Arsenal,ARS,0,1,0.380551,1.13309,2019-08-11 14:00:00,0.1052,0.3057,0.5891
11651,TRUE,75,Leicester,LEI,229,Wolverhampton Wanderers,WOL,0,0,0.543759,0.812949,2019-08-11 14:00:00,0.2174,0.3819,0.4007
11652,TRUE,89,Manchester United,MUN,80,Chelsea,CHE,4,0,2.37442,1.09534,2019-08-11 16:30:00,0.7148,0.1782,0.107
11653,TRUE,83,Arsenal,ARS,92,Burnley,BUR,2,1,1.1644,1.39172,2019-08-17 12:30:00,0.2899,0.2836,0.4265
11654,TRUE,71,Aston Villa,AVL,73,Bournemouth,BOU,1,2,1.65069,1.62777,2019-08-17 15:00:00,0.3658,0.2724,0.3618
11655,TRUE,220,Brighton,BRI,81,West Ham,WHU,1,1,2.40461,1.00856,2019-08-17 15:00:00,0.7183,0.179,0.1027
11656,TRUE,72,Everton,EVE,90,Watford,WAT,1,0,0.832913,1.17279,2019-08-17 15:00:00,0.231,0.322,0.447
11657,TRUE,79,Norwich,NOR,86,Newcastle United,NEW,3,1,2.09572,0.920429,2019-08-17 15:00:00,0.68,0.1975,0.1225
11658,TRUE,74,Southampton,SOU,87,Liverpool,LIV,1,2,2.14047,1.52022,2019-08-17 15:00:00,0.5327,0.2278,0.2395
11659,TRUE,88,Manchester City,MCI,82,Tottenham,TOT,2,2,3.20076,0.074542,2019-08-17 17:30:00,0.9674,0.0301,0.0025
11660,TRUE,238,Sheffield United,SHE,78,Crystal Palace,CRY,1,0,1.84778,0.241912,2019-08-18 14:00:00,0.8326,0.1408,0.0266
11661,TRUE,80,Chelsea,CHE,75,Leicester,LEI,1,1,1.22629,0.947941,2019-08-18 16:30:00,0.4391,0.3008,0.2601
11662,TRUE,229,Wolverhampton Wanderers,WOL,89,Manchester United,MUN,1,1,0.307356,1.14332,2019-08-19 20:00:00,0.0594,0.2597,0.6809
